geneId	transcriptId	nbExons	nbUmis
CH25-588N10.2	ENSMUST00000209969.1	3	3
Rhno1	ENSMUST00000155573.2	2	33
RP23-407I6.6	ENSMUST00000197944.1	1	24
Arx	ENSMUST00000046565.12	5	126
Dnal4	ENSMUST00000230645.1	3	1
Fam189a1	ENSMUST00000119118.7	10	1
Uaca	ENSMUST00000050183.6	19	1
Ncam1	ENSMUST00000193547.5	18	1
Rrh	undef	0	12
Mad2l1	ENSMUST00000101343.1	5	16
Gpr137b-ps	ENSMUST00000222447.1	4	16
Phb	ENSMUST00000036374.5	7	3
Vdac2	undef	0	225
Cox10	ENSMUST00000125702.1	3	32
Ube3c	ENSMUST00000197193.1	5	9
AC133902.3	undef	0	1
Myb	undef	0	14
Gpr165	undef	0	2
Atp6v1c1	ENSMUST00000228486.1	3	1
Pdzph1	undef	0	11
Gart	ENSMUST00000231380.1	11	23
Micall2	undef	0	8
Dtx2	ENSMUST00000005072.9	11	1
Lmo7	ENSMUST00000161668.7	6	3
RP24-389H4.1	undef	0	1
AC114920.2	ENSMUST00000146863.1	3	42
Adamts4	undef	0	47
Gng12	ENSMUST00000114225.7	4	7
Inpp5a	undef	0	32
Myc	ENSMUST00000160009.1	2	3
Trpc4	ENSMUST00000199399.4	4	6
Ctsa	ENSMUST00000103093.9	15	16
RP24-361B1.2	ENSMUST00000221729.1	1	2
Pnisr	ENSMUST00000151621.1	2	37
Zbtb12	undef	0	249
Mef2d	undef	0	142
Pdk1	ENSMUST00000006669.5	11	13
Fam103a1	ENSMUST00000118190.1	3	3
Fam110b	ENSMUST00000144605.1	2	1
Dhps	undef	0	95
Hsf1	undef	0	158
Mesp2	ENSMUST00000107394.2	2	11
Psph	ENSMUST00000201022.1	2	1
Srsf3	ENSMUST00000144551.1	3	1
Rnmt	ENSMUST00000151833.1	7	9
Frs3	undef	0	1
Magoh	undef	0	71
Zfp346	ENSMUST00000162653.1	2	1
Rpl38	ENSMUST00000106599.7	4	110
Prkar2b	ENSMUST00000036497.15	11	107
Nudt9	undef	0	98
Rpl31-ps5	ENSMUST00000118086.1	1	1
Rab4a	undef	0	117
Trmu	undef	0	114
Arhgef7	ENSMUST00000209686.1	3	1
Ubr7	undef	0	224
Kif26b	ENSMUST00000193931.1	4	6
Dhodh	ENSMUST00000123605.8	9	98
Aars2	undef	0	28
RP23-359F5.1	undef	0	4
Abca8b	undef	0	8
Tex26	undef	0	23
Uck1	ENSMUST00000002625.14	7	159
Dcp2	ENSMUST00000202306.1	2	35
Gng2	ENSMUST00000162425.7	4	26
RP23-321B23.2	ENSMUST00000118388.1	1	12
Creb3	ENSMUST00000126277.8	6	2
Rmi2	ENSMUST00000037913.8	2	5
RP24-490H13.8	ENSMUST00000218927.1	3	1
Rer1	ENSMUST00000030914.3	7	547
Arfip2	ENSMUST00000209550.1	8	1
Apoc1	ENSMUST00000108451.3	3	1
Dcdc5	undef	0	3
Tnfrsf21	undef	0	181
Rmdn1	undef	0	578
RP23-155F13.3	ENSMUST00000201096.1	1	3
RP23-403G9.2	ENSMUST00000171130.8	3	1
Ldlrap1	ENSMUST00000037828.7	9	1
Ubtf	ENSMUST00000173870.7	21	35
Parvb	undef	0	19
Hopx	ENSMUST00000120827.8	2	6
Cep120	ENSMUST00000049811.6	21	5
RP24-221F4.2	ENSMUST00000164837.2	2	9
RP23-88A20.2	undef	0	2
Mettl1	ENSMUST00000120542.7	6	3
Nup214	undef	0	150
8030462N17Rik	undef	0	1
Plppr2	undef	0	464
Rps11-ps2	ENSMUST00000121547.1	1	145
Csf2ra	undef	0	26
Xpc	ENSMUST00000032182.4	16	15
Grpr	ENSMUST00000033730.2	3	1
Rpl11	ENSMUST00000125726.7	5	186
Ghr	ENSMUST00000162993.7	5	1
Tbca	ENSMUST00000220825.1	4	2
Rufy3	undef	0	816
Zpbp2	undef	0	1
Cttnbp2	ENSMUST00000139557.1	4	524
Amer3	undef	0	60
Map7d1	ENSMUST00000061143.14	17	23
Crybb1	ENSMUST00000031286.12	6	12
RP23-184K1.6	ENSMUST00000208677.1	1	1
Chek2	ENSMUST00000200172.1	3	2
Shd	ENSMUST00000223687.1	3	8
Prr3	ENSMUST00000055454.13	4	167
RP23-269E5.10	ENSMUST00000194610.1	1	7
Cops3	undef	0	145
RP23-160B4.1	ENSMUST00000121773.1	1	59
Srpk2	ENSMUST00000197622.4	6	3
Trmt6	ENSMUST00000039554.6	11	13
Masp1	ENSMUST00000229152.1	5	2
Eif3d	ENSMUST00000229824.1	2	1
Baiap2	ENSMUST00000106231.7	13	38
Ptpn2	ENSMUST00000120934.7	10	1
Nfatc2ip	undef	0	70
Cdc123	ENSMUST00000043864.8	13	423
RP24-163M14.6	ENSMUST00000181030.2	3	5
RP23-186O3.5	ENSMUST00000193875.5	2	1
Atf7ip2	undef	0	2
Xpo1	ENSMUST00000109551.7	26	5
RP23-443G7.2	undef	0	11
Gng7	ENSMUST00000118465.7	3	2
Kif15	ENSMUST00000215176.1	6	4
Fam160b1	ENSMUST00000036407.4	17	27
Phactr4	undef	0	79
Men1	ENSMUST00000056391.14	9	98
RP23-143D11.2	undef	0	17
Gk	ENSMUST00000026039.14	19	1
Mast1	undef	0	92
Sephs1	ENSMUST00000027973.13	9	72
Tmod2	ENSMUST00000098552.9	10	260
Fam20b	ENSMUST00000147931.1	2	1
RP24-265I13.3	undef	0	4
Ptprs	ENSMUST00000224571.1	6	10
RP23-319O9.6	ENSMUST00000226995.1	1	2
Mdk-ps1	ENSMUST00000119782.1	1	1
Gm23024	ENSMUST00000158770.1	1	1
RP23-276I21.1	ENSMUST00000141149.7	3	1
Sec24d	undef	0	23
Coq9	ENSMUST00000034234.14	9	177
Eml3	ENSMUST00000224272.1	22	1
Ice2	undef	0	50
2210008F06Rik	undef	0	76
Stk36	ENSMUST00000113694.7	5	32
Tgoln1	undef	0	87
Isl1	ENSMUST00000177469.2	2	13
Nipal2	ENSMUST00000040791.8	11	1
Nsf	ENSMUST00000040443.10	2	1
Acad12	undef	0	5
Ppih	ENSMUST00000106321.8	10	17
Cyb561d2	ENSMUST00000194967.1	4	3
Hist1h2bj	ENSMUST00000110452.1	1	39
Dhodh	undef	0	58
RP24-86H7.2	undef	0	1
RP23-271G7.4	ENSMUST00000194702.1	1	9
Magohb	undef	0	13
Tbxas1	undef	0	7
Tcte2	undef	0	42
Tmem19	ENSMUST00000219890.1	7	3
Ttc17	undef	0	74
Rpl22l1	ENSMUST00000191691.1	2	28
RP24-467O4.1	ENSMUST00000185414.1	1	104
Rspo3	undef	0	365
Acer3	undef	0	8
Ehmt2	ENSMUST00000013931.11	27	8
Chchd5	ENSMUST00000149118.1	2	15
Acly	undef	0	346
Tmsb10	ENSMUST00000114049.1	2	626
Bclaf1	ENSMUST00000188546.1	4	28
Mrps18a	ENSMUST00000134237.1	4	1
Cidea	ENSMUST00000025404.8	5	2
RP23-184I13.8	ENSMUST00000195754.1	1	9
Dym	ENSMUST00000039608.7	17	16
Trim9	undef	0	125
Zfp688	ENSMUST00000106300.1	3	12
Enoph1	undef	0	83
Myo1b	ENSMUST00000018561.13	31	23
Dok1	ENSMUST00000149918.1	4	1
Slu7	undef	0	432
Phf12	undef	0	321
Lsm2	ENSMUST00000114011.10	5	857
Naa50	ENSMUST00000063520.14	5	139
Kdelr1	ENSMUST00000002855.13	5	566
RP23-15O6.3	undef	0	15
RP24-66L18.1	ENSMUST00000194958.1	1	33
Cpsf1	undef	0	97
Cx3cr1	ENSMUST00000064165.4	2	1
Hpdl	ENSMUST00000055436.4	1	1
Grm2	undef	0	16
Sema4a	ENSMUST00000135539.7	6	1
Ripk4	ENSMUST00000019386.9	8	2
Fbrsl1	ENSMUST00000198834.1	14	10
Tex9	ENSMUST00000183399.7	3	6
Guk1	undef	0	127
Gucy2e	undef	0	2
Armcx1	ENSMUST00000113201.7	5	3
Arf4	ENSMUST00000022429.8	6	2155
Rbm39	undef	0	2873
Adamts10	undef	0	68
Fbxl19	ENSMUST00000186116.6	11	1
RP23-262C6.2	undef	0	73
Calm1	ENSMUST00000110082.10	6	10971
Palmd	undef	0	81
Syncrip	undef	0	784
RP23-115A1.5	undef	0	6
Stx6	undef	0	430
Sharpin	ENSMUST00000023211.15	9	64
Izumo4	ENSMUST00000219420.1	2	1
RP24-477D23.5	ENSMUST00000218100.1	1	2
RP23-416K12.4	undef	0	11
Acot7	ENSMUST00000167926.7	9	11
Rab29	ENSMUST00000112386.7	5	7
Sf1	ENSMUST00000131677.1	2	2
RP24-132F22.3	undef	0	7
RP23-5A19.7	ENSMUST00000038690.5	2	80
Csde1	undef	0	1207
Usp33	ENSMUST00000117492.8	24	3
Hivep3	ENSMUST00000141605.7	4	10
Lrpprc	ENSMUST00000112308.8	38	3
Taf10	undef	0	27
Pou5f2	ENSMUST00000175955.3	1	31
Vma21	ENSMUST00000114575.3	3	5
RP23-181A8.7	undef	0	1
Agpat1	undef	0	53
Kcnn1	ENSMUST00000212086.1	9	5
Cox20	ENSMUST00000154437.1	2	13
Kxd1	undef	0	164
RP23-304N24.2	ENSMUST00000100510.5	1	6
Relt	undef	0	6
Pwp2	ENSMUST00000042556.10	21	6
Ndufaf1	ENSMUST00000110802.7	5	33
Fam193a	undef	0	244
RP23-33L24.1	undef	0	2
Dhx30	ENSMUST00000062368.12	19	2
Zfp612	ENSMUST00000212754.1	5	33
Chn1	undef	0	218
AC102628.1	undef	0	19
Zadh2	ENSMUST00000060223.2	2	6
Polr3d	undef	0	176
Thap6	ENSMUST00000192174.5	4	3
Arhgap17	ENSMUST00000106442.8	20	8
RP23-223C17.3	undef	0	1
Nudt14	ENSMUST00000221497.1	4	31
Tatdn2	ENSMUST00000089018.10	8	2
Bmyc	ENSMUST00000061483.8	1	819
Msi2	ENSMUST00000092794.11	14	33
RP24-271M20.7	undef	0	3
Rbm22	ENSMUST00000159203.1	2	2
RP23-267J24.2	ENSMUST00000195556.1	1	2
Hmgb1-ps3	ENSMUST00000118415.1	1	26
Mrpl2	ENSMUST00000156464.1	2	2
Napb	ENSMUST00000028926.12	11	4
Morn2	undef	0	38
Anxa6	ENSMUST00000108883.9	26	22
Nkain1	undef	0	5
Rhno1	ENSMUST00000223237.1	2	16
Rbm39	ENSMUST00000137340.1	3	90
Xylt1	undef	0	54
Fam13c	undef	0	161
Pabpc1l2b-ps	ENSMUST00000124538.1	1	1
Ncor1	ENSMUST00000160171.1	2	2
Pdcd6	ENSMUST00000222993.1	2	7
Fbxw2	ENSMUST00000113078.7	6	4
Prickle3	ENSMUST00000129662.2	8	1
Cuzd1	undef	0	1
RP24-155C13.1	ENSMUST00000188260.6	3	15
Rgp1	undef	0	43
Rgcc	ENSMUST00000022595.7	5	228
Prmt6	ENSMUST00000190378.1	2	18
Angpt1	undef	0	31
Mbtps1	ENSMUST00000081381.5	23	32
Grin2c	undef	0	2
RP23-379L17.3	undef	0	33
Bms1	undef	0	103
AC158384.4	ENSMUST00000146938.1	2	3
Snrpd1	ENSMUST00000002551.3	4	3194
RP23-86F8.3	undef	0	19
Sirt6	ENSMUST00000042923.8	8	34
Zfyve21	ENSMUST00000223211.1	8	37
RP23-354F11.2	undef	0	1
Mybbp1a	ENSMUST00000144923.1	2	15
Haus2	undef	0	147
Atg9a	ENSMUST00000188430.6	7	1
Epha5	ENSMUST00000155469.7	4	16
Eif4a2	ENSMUST00000077605.11	11	25
Stau2	undef	0	282
Pde2a	undef	0	5
Hs3st2	undef	0	5
Lims2	ENSMUST00000025254.8	10	1
Med22	undef	0	98
Epha4	ENSMUST00000189934.1	8	3
Bahd1	undef	0	20
Adprhl2	ENSMUST00000102617.4	6	256
Pdik1l	ENSMUST00000127857.1	3	3
Milr1	undef	0	2
Hbegf	undef	0	77
Rab4a	ENSMUST00000117702.1	7	9
Tmem120a	undef	0	71
Aig1	ENSMUST00000105534.9	5	14
Senp6	ENSMUST00000176648.1	3	1
Celsr2	ENSMUST00000133216.1	3	1
RP23-312N12.2	ENSMUST00000200924.1	1	1
Calml4	ENSMUST00000213643.1	3	1
Hus1	ENSMUST00000152890.7	7	4
Platr27	undef	0	1
AC157774.6	ENSMUST00000135773.7	4	101
Rnf130	ENSMUST00000143607.1	3	3
Snhg1	ENSMUST00000205852.1	6	1
Mir9-1	ENSMUST00000199907.1	1	2
Cdkl4	undef	0	1
Srrm3	ENSMUST00000146038.1	3	23
Ube2d2b	ENSMUST00000072578.7	1	4
AC119212.1	ENSMUST00000145247.1	1	3
Samd4b	ENSMUST00000208126.1	3	1
Adgre1	undef	0	2
RP24-78E16.3	ENSMUST00000193177.1	1	8
Celf2	ENSMUST00000126742.1	3	24
RP24-252B21.2	undef	0	18
Gpr165	ENSMUST00000130276.1	2	2
Tom1l1	ENSMUST00000020849.8	16	7
Rsph3a	ENSMUST00000231845.1	3	2
RP23-338C22.1	undef	0	71
Fam98c	ENSMUST00000164589.8	8	65
Lpin2	ENSMUST00000125665.1	2	1
Gfpt1	ENSMUST00000113658.7	19	10
Hars	ENSMUST00000001416.6	13	334
Dyrk1b	undef	0	57
Slirp	ENSMUST00000077462.7	4	2
RP23-168E14.4	undef	0	49
Kbtbd3	undef	0	85
Hes5	ENSMUST00000049621.6	3	245
Fam234a	undef	0	36
Chp1	ENSMUST00000154406.7	4	13
Zdhhc24	ENSMUST00000162088.7	3	1
RP23-207N2.4	undef	0	64
RP23-335C3.6	undef	0	3
Adk	undef	0	73
Mdp1	undef	0	13
Ccdc90b	undef	0	151
RP24-315N18.1	undef	0	60
RP23-277J20.1	ENSMUST00000185564.1	1	3
Khsrp	ENSMUST00000007814.8	18	1
Zfp846	undef	0	529
Slc4a1ap	ENSMUST00000201858.3	8	9
H2afx	ENSMUST00000052686.3	1	1180
AC123686.3	ENSMUST00000162890.1	3	3
RP23-462F16.1	ENSMUST00000220196.1	1	6
Tapt1	undef	0	22
Pcgf1	ENSMUST00000165164.8	9	29
Dynlt3	ENSMUST00000033519.2	5	101
Itga4	undef	0	13
Spry1	undef	0	18
Trim2	ENSMUST00000107692.7	12	35
Gpr156	ENSMUST00000061274.8	10	2
Igsf9	ENSMUST00000128638.1	4	54
Slc38a10	ENSMUST00000146641.1	2	5
Dcakd	ENSMUST00000152965.1	2	1
Tmem185b	undef	0	34
RP23-314I1.1	undef	0	4
Lrrc28	undef	0	104
Armc3	ENSMUST00000049255.6	19	1
Spag9	ENSMUST00000103168.9	26	4
Trpm7	ENSMUST00000152615.1	2	1
Gtf2h3	undef	0	43
Ttyh2	undef	0	14
Cntfr	ENSMUST00000064443.12	5	1
Zfp947	undef	0	6
Tnni3	ENSMUST00000132621.1	2	1
Kif11	undef	0	118
Smg8	ENSMUST00000020801.13	4	26
Jmjd1c	ENSMUST00000173295.1	2	7
Slc25a38	ENSMUST00000139079.7	2	2
Cbfa2t2	ENSMUST00000109725.7	11	17
RP23-174C9.5	ENSMUST00000118359.1	1	1
RP24-204J8.2	ENSMUST00000117265.1	1	3
Cars	ENSMUST00000105909.3	22	58
RP24-100B13.1	ENSMUST00000231711.1	3	1
Gm22656	ENSMUST00000104199.1	1	1
Mrpl39	undef	0	42
Ramp1	undef	0	2
Cntrob	ENSMUST00000156671.7	2	1
A430046D13Rik	ENSMUST00000180477.1	2	3
Nt5c3	undef	0	90
Nans	ENSMUST00000030018.4	6	564
Mthfd1l	ENSMUST00000043735.7	28	2
Hadha	ENSMUST00000026843.11	20	1
Polb	undef	0	376
Slc33a1	undef	0	16
Gpatch2	ENSMUST00000065573.13	10	2
Iscu	ENSMUST00000112312.7	5	15
Cbx8	ENSMUST00000143831.1	3	2
Mnat1	ENSMUST00000021523.6	8	71
Prr3	ENSMUST00000174849.7	4	2
Mir7224	ENSMUST00000184202.1	1	1
RP24-127D13.3	undef	0	11
RP24-83C9.5	undef	0	1
Ctnna1	ENSMUST00000042345.6	18	42
Mir3085	ENSMUST00000175493.1	1	1
Slc25a3	ENSMUST00000076694.12	8	2923
Siah1b	ENSMUST00000134272.1	4	49
Tbc1d15	undef	0	83
Rit1	ENSMUST00000170377.7	6	2
Cwc15	ENSMUST00000213913.1	7	77
Ptprm	undef	0	14
Bambi	undef	0	9
Htra3	undef	0	2
Ints8	undef	0	82
Zfpm1	undef	0	10
Vcam1	undef	0	57
Fbxo3	ENSMUST00000143799.1	10	1
Pnpt1	undef	0	120
Fam118b	ENSMUST00000147256.7	2	1
Tbc1d17	ENSMUST00000145959.7	17	10
Btbd2	ENSMUST00000003434.13	9	44
Kansl1l	ENSMUST00000189846.1	2	5
RP23-189N15.6	undef	0	27
Fry	ENSMUST00000202566.3	20	1
Bcr	undef	0	204
Rbks	ENSMUST00000031018.9	8	2
Zfp182	undef	0	57
Inha	undef	0	25
Frem1	undef	0	1
Nop58	ENSMUST00000186044.1	2	3
Slco3a1	ENSMUST00000026897.13	10	20
Ostf1	ENSMUST00000025631.6	10	41
RP23-325E4.5	ENSMUST00000133808.1	2	2
Cenpp	undef	0	29
Drd4	ENSMUST00000026569.5	4	2
Ldah	ENSMUST00000218305.1	5	9
RP24-365N15.5	undef	0	4
Adam23	ENSMUST00000087374.9	26	1
Cdk2	ENSMUST00000219099.1	6	1
Zfp40	undef	0	46
Hnrnph3	ENSMUST00000143689.2	3	1
Pex7	undef	0	16
Eng	ENSMUST00000139770.1	2	1
Itfg2	ENSMUST00000204362.1	2	3
Eno1	ENSMUST00000080149.5	8	7
Etnk1	undef	0	301
Apoh	undef	0	2
RP23-218K15.3	ENSMUST00000208046.1	2	6
Rbm22	ENSMUST00000025506.6	11	381
Rpl15-ps4	ENSMUST00000122372.1	1	1
Clcn4	ENSMUST00000000619.7	13	13
RP24-346E16.1	undef	0	2
Pfkp	undef	0	56
Chst10	ENSMUST00000027249.11	7	103
Hspa9	ENSMUST00000025217.8	17	415
Npy2r	undef	0	5
Gpr137b	ENSMUST00000220628.1	7	3
Angptl4	ENSMUST00000002360.15	7	8
Dab2	ENSMUST00000080880.11	15	1
Dxo	ENSMUST00000180043.7	7	76
Emp1	ENSMUST00000032330.15	5	2
Slc27a4	undef	0	68
Ints13	ENSMUST00000139546.1	3	1
Ilf2	ENSMUST00000198325.4	7	14
Tinf2	ENSMUST00000007733.7	9	17
Ttpal	ENSMUST00000109405.9	4	1
Cpne4	ENSMUST00000157006.7	3	3
Tmem14c	undef	0	363
RP24-175C20.1	ENSMUST00000136322.1	2	11
Gfod1	undef	0	16
Ttc39a	undef	0	4
Snrnp27	ENSMUST00000131674.1	6	6
Rbm5	ENSMUST00000183248.2	5	1
AC110559.1	ENSMUST00000117187.1	1	13
AC163616.2	undef	0	189
Lsm6	ENSMUST00000146824.1	3	97
RP23-349N15.2	ENSMUST00000211167.1	3	1
Fnbp4	undef	0	408
Narf	ENSMUST00000103015.3	11	174
Amz2	ENSMUST00000125108.1	6	34
Rpl7a	ENSMUST00000129673.7	3	1
Mef2c	ENSMUST00000197681.4	11	178
Rnf11	undef	0	134
March5	undef	0	214
Gnaz	undef	0	107
Cd320	ENSMUST00000002379.14	5	224
Glrx2	ENSMUST00000145571.1	3	18
RP23-134H19.4	ENSMUST00000204570.1	2	1
Cadm1	ENSMUST00000151624.1	7	1
B3glct	ENSMUST00000100404.5	15	14
Spata2l	ENSMUST00000166768.2	2	3
Fbxo45	ENSMUST00000042732.5	3	12
RP23-71E4.2	undef	0	3
Mdc1	undef	0	155
Fam184b	ENSMUST00000198680.1	2	1
Lpar1	ENSMUST00000055018.10	4	17
RP23-342O10.1	ENSMUST00000228608.1	1	44
RP23-311C19.1	undef	0	94
RP24-308L17.1	ENSMUST00000195293.1	1	5
RP24-236O3.3	undef	0	36
Gm27798	ENSMUST00000184989.1	1	2
Cipc	undef	0	106
Gemin7	undef	0	45
Ep400	ENSMUST00000146458.8	5	5
Kcna6	ENSMUST00000128137.1	3	1
Gpt	ENSMUST00000023203.5	11	1
Nthl1	ENSMUST00000047611.2	6	25
Polr3a	ENSMUST00000026322.8	31	3
Man1b1	ENSMUST00000126210.1	2	1
Lrr1	undef	0	14
Hap1	undef	0	76
Fbxo32	undef	0	27
Xrcc1	ENSMUST00000206620.1	2	6
RP24-309L4.3	ENSMUST00000222887.1	1	16
Ednrb	ENSMUST00000022718.10	8	4
RP23-82K1.6	ENSMUST00000072779.5	1	9
Eif4g1	ENSMUST00000129958.1	2	1
Adam10	undef	0	269
Ifi30	undef	0	11
Nsmce2	ENSMUST00000227173.1	8	53
RP23-313J14.5	undef	0	11
Arl13b	ENSMUST00000141665.1	2	2
Nrxn1	ENSMUST00000162002.1	2	9
Zfp846	ENSMUST00000217655.1	3	1
RP24-377E1.5	ENSMUST00000222020.1	1	1
Hoga1	undef	0	8
Lap3	undef	0	58
Ncald	ENSMUST00000116445.8	4	2
Pxmp2	undef	0	6
RP24-251M20.1	ENSMUST00000215220.1	1	12
Adad2	ENSMUST00000098361.3	10	1
Vapb	ENSMUST00000067530.4	6	324
AC116713.2	ENSMUST00000155008.1	1	149
Rwdd4a	undef	0	384
Tnks	undef	0	118
Mis18a	ENSMUST00000147546.1	3	3
Tomm40l	ENSMUST00000111327.7	9	2
Cox15	ENSMUST00000045562.5	9	10
Zfp3	ENSMUST00000060444.5	2	55
Wbp1l	ENSMUST00000138302.8	4	5
Noxo1	undef	0	9
Pgam1-ps2	ENSMUST00000117129.1	1	14
Abr	ENSMUST00000108408.8	22	2
Alkbh8	ENSMUST00000211884.1	3	5
Adamts5	ENSMUST00000023611.6	8	4
Rpl37	ENSMUST00000045356.8	4	976
AC122915.2	ENSMUST00000118662.1	1	4
Morn2	ENSMUST00000061703.9	5	112
Peak1	undef	0	119
Smchd1	undef	0	496
Cdk2ap1	undef	0	289
Bax	undef	0	11
Anks3	undef	0	129
Klhl23	ENSMUST00000135759.1	2	1
Slc22a12	undef	0	1
RP23-211B19.2	undef	0	252
Adipor1	ENSMUST00000027727.14	8	127
Rchy1	undef	0	286
Ptcd3	ENSMUST00000082094.4	24	74
Samhd1	ENSMUST00000149313.7	7	1
Zdhhc21	undef	0	112
RP23-83N17.1	ENSMUST00000200994.1	2	1
Dpp10	undef	0	16
Golga4	undef	0	416
Fras1	ENSMUST00000196751.1	2	20
Clvs1	undef	0	309
RP23-9P6.2	undef	0	30
Mtg1	undef	0	26
Tiam1	ENSMUST00000089084.11	15	1
Rsf1	ENSMUST00000150288.6	4	1
Rbm20	undef	0	30
G3bp1	ENSMUST00000018727.3	12	874
Emc10	ENSMUST00000118515.7	8	502
Ss18l2	ENSMUST00000215966.1	2	6
Gm27626	ENSMUST00000175021.2	1	4
Gm10563	undef	0	4
Tssc4	ENSMUST00000147995.1	3	49
Bora	undef	0	86
Cdc123	ENSMUST00000150876.1	5	2
Fezf2	undef	0	194
Uqcc2	undef	0	23
RP23-151N21.6	undef	0	3
RP23-122L19.1	ENSMUST00000182415.1	1	60
Trip6	ENSMUST00000024119.10	9	46
Abhd2	ENSMUST00000037315.12	11	7
Mex3b	ENSMUST00000082237.6	2	64
Fam109a	ENSMUST00000198155.1	4	7
Med25	ENSMUST00000003049.7	18	178
Hoxa5	undef	0	1
Abcb10	ENSMUST00000075578.6	13	12
Snap91	undef	0	200
Il13ra1	ENSMUST00000033418.7	11	1
Zfp410	ENSMUST00000222606.1	12	1
Glt8d1	ENSMUST00000228255.1	8	1
Limd2	undef	0	273
Prelp	ENSMUST00000048432.5	3	3
Gpr152	undef	0	1
Col15a1	undef	0	9
RP23-311C19.1	ENSMUST00000190903.1	2	1
RP23-453B15.7	ENSMUST00000217077.1	1	186
Nfrkb	undef	0	250
Tdrd3	ENSMUST00000168275.8	14	85
Gabpb1	undef	0	67
March8	ENSMUST00000079012.12	8	6
RP24-238A21.1	undef	0	3
RP23-407I21.4	ENSMUST00000153732.1	2	4
Haghl	ENSMUST00000077938.9	9	119
Mettl11b	ENSMUST00000159679.7	4	1
Trappc2	undef	0	40
Bmp7	ENSMUST00000009143.7	7	4
Washc2	undef	0	257
RP23-147D3.8	ENSMUST00000118208.1	1	5
Cep164	ENSMUST00000214971.1	2	1
Nr4a1	ENSMUST00000023779.7	7	8
Ccdc184	ENSMUST00000031914.5	1	67
Nr2f2	undef	0	297
Rdh12	undef	0	2
Eral1	ENSMUST00000139731.7	9	1
Lgals2	undef	0	2
Gorasp1	undef	0	30
RP23-81C12.1	undef	0	149
Btbd6	ENSMUST00000165079.7	5	14
Kat8	ENSMUST00000206071.1	3	4
Chadl	ENSMUST00000072910.5	6	1
Hp1bp3	ENSMUST00000105827.7	13	1
Rnpep	ENSMUST00000074357.7	10	33
Strn4	ENSMUST00000123247.7	3	1
Rfc3	ENSMUST00000136752.1	2	3
Tank	undef	0	48
RP23-73B23.4	ENSMUST00000064709.11	9	251
Dmpk	ENSMUST00000140742.1	2	2
Atg4b	ENSMUST00000185754.1	2	13
Ccl27a	ENSMUST00000151142.7	5	27
Serpinb1a	undef	0	1
Fam83d	undef	0	27
2310026I22Rik	undef	0	1
Insig2	ENSMUST00000159528.1	3	2
RP24-161C20.4	ENSMUST00000196287.1	1	19
AC158971.1	ENSMUST00000130748.1	4	3
Tfpt	ENSMUST00000108641.9	6	124
Spag5	ENSMUST00000045026.3	24	5
Pidd1	undef	0	22
Fbrsl1	ENSMUST00000200293.1	3	1
Dgkk	undef	0	3
RP23-218L17.1	undef	0	116
Nmd3	undef	0	94
Map2	ENSMUST00000114015.7	14	2
Smad5	ENSMUST00000069557.13	7	10
RP23-264H19.2	ENSMUST00000207847.1	1	72
AC162689.1	ENSMUST00000112547.7	4	2
Ssbp3	ENSMUST00000136487.1	3	25
Kcnrg	ENSMUST00000051184.9	2	1
Ate1	ENSMUST00000035458.14	12	7
Serpine1	undef	0	3
Gpatch3	undef	0	37
RP23-346I1.3	undef	0	6
Tle2	ENSMUST00000140433.7	19	5
Sec61a1	ENSMUST00000145421.1	5	2
Olfml2a	undef	0	7
Poldip3	ENSMUST00000100375.10	8	16
Frmd3	ENSMUST00000098006.8	15	4
RP23-205H11.3	ENSMUST00000214902.1	1	34
Sgsm1	undef	0	23
Szrd1	ENSMUST00000102487.3	4	39
RP23-385F8.3	ENSMUST00000205846.1	1	4
Dlg4	ENSMUST00000232115.1	6	3
Ngfrap1	ENSMUST00000113113.1	2	124
Cited1	ENSMUST00000101336.9	3	12
RP23-231J2.1	undef	0	7
Slc15a4	ENSMUST00000031367.14	8	24
Ppp1r3c	ENSMUST00000087321.2	2	4
Timm50	ENSMUST00000151990.1	2	3
RP24-326I12.11	ENSMUST00000223997.1	1	4
Mier1	ENSMUST00000106858.7	15	1
Slc41a2	ENSMUST00000039956.5	11	1
Trp53	undef	0	255
RP23-333I12.1	ENSMUST00000203631.1	1	1
Bpnt1	ENSMUST00000210277.1	10	42
Zfp595	undef	0	4
RP23-440D19.2	ENSMUST00000155856.1	3	4
RP23-271J11.1	ENSMUST00000118185.1	1	2
Pdcd10	ENSMUST00000159519.1	2	3
Nudt5	ENSMUST00000179748.7	10	61
Pes1	undef	0	114
Inpp5f	ENSMUST00000130789.1	2	2
Tcf25	undef	0	1132
Slc3a2	ENSMUST00000205538.1	2	1
Arglu1	ENSMUST00000208252.1	3	1
Tmem104	ENSMUST00000100235.8	10	1
RP24-497H18.4	ENSMUST00000098916.2	1	50
Ss18	ENSMUST00000040964.12	10	2
RP23-100C7.9	undef	0	1
Wls	ENSMUST00000200571.4	7	1
Akr1b3	ENSMUST00000102980.10	10	133
RP23-98C9.5	ENSMUST00000211992.1	1	2
Tmem70	ENSMUST00000177532.1	3	1
Ltbp1	ENSMUST00000135750.1	3	1
Ercc2	ENSMUST00000135693.1	4	1
Oraov1	ENSMUST00000105895.1	5	8
Ylpm1	ENSMUST00000167838.7	4	13
Arhgap28	ENSMUST00000024840.11	18	4
Bcat2	ENSMUST00000209204.1	11	3
